,ID,Title,Text,Category,Group
43,44,Parti pris,,Category:Articles with too few wikilinks from July 2014,2
44,45,Palace of Zeynalabdin Taghiyev,"Zeynalabdin Taghiyev's palace – Baku, H.Z. Taghiyev Street 4 (former Gorkogovskaya Street 6), previously owned by Baku millionaire Zeynalabdin Taghiyev, and now the palace building houses the National Museum of History of Azerbaijan. The building was constructed in 1893–1902 by civil engineer Józef Gos?awski. The palace was Taghiyev's gift for his wife Sona khanim. The building covers a whole quarter in the central part of the city and has an ancient planning structure. The main symmetrical facade has been built in the forms of Italian Renaissance. During the construction of the palace, Goslawski used classic order, but some elements of the composition and interiors of the halls were inspired by Azerbaijani architectural traditions. Various architectural styles were used during the construction of the palace.

History
H.Z. Taghiyev was the customer of Goslawski's architectural works. Examples of these works are Taghiyev's palace, the Muslim girls' school, Taghiyev's villa in Mardakan, Taghiyev's Caucasian-made textile factory building. Goslawski also took part in designing a dwelling house built on the corner of Zarifa Aliyeva Street (former Mercuryev Street), where H.Z.Taghiyev's theater was built. Thus, according to the scale of Baku, a small complex consisting of the architect's works appeared in one of the central areas.
Construction works were started in 1895 on the streets of Gorkovskaya and Mercuryevskaya. It was assumed from the words inscribed on the building facade. According to some sources, after the completion of the first part of the building, this part was given to Volzhko-Kamsky (Volzhsko-Kamsky) bank. The construction materials used for the building, as well as equipment, furniture, chandeliers and interior were brought from Russia and Western Europe and foreign craftsmen and artists were invited. It was reported that 270 people were employed as engineers, architects, carpenters and other masters at the construction of Taghiyev's palace.
All equipment inside the palace was imported from Russia, France, America, Germany. In the house heat and cooling systems were installed. 40 thousand rubles of gold were worked out by the masters on the ceiling patterns. The pillars of the palace decorated with diamond and colored mirror bottles, and the floor was covered with natural birch planks from Russia. Furniture from America, pictures and curtains were brought from Germany. Only 1.2 million rubles were spent on construction of the building (without imports of furniture and equipment from abroad).
Since 1914, the Baku Treasury Bank headed by H.Z.Taghiyev was also in the palace. In April 1920, the Bolsheviks, who had taken power in Azerbaijan, confiscated the Taghiyev palace, and a part of the State History Museum had begun to operate. In 1941–1954, the Museum of History was transferred to the Shirvanshahs palace. In 1954, the second floor of the building was returned to the History Museum. On the first floor, the Technical and Medical Documents Archive was placed. All Tagiyev's property was handed over to the Azerbaijani History Museum in just 2000. Taghiyev palace has been reconstructed several times.

Gallery
Different views of the palace

References
External links
Articles about Taghiyev in Azerbaijan International",Category:Orphaned articles from July 2017,2
45,46,Category:Architecture awards,,Category:Arts awards,2
46,47,Church of the Holy Saviour (Alcamo),"The Church of the Holy Saviour (or Badia Grande) is a Catholic Church located in Alcamo, in the province of Trapani.

Description
This Church, adjoining the nunnery of Badia Grande (today a grammar school) was already existing in 1300, it was rebuilt then in the middle of the 16th century and in the years 1690–97. it was restored in 1737 and embellished with stuccoes. Very interesting are the classical façade, with portals in the windows, and its square bell-tower, with four pointed archs.
The Church was closed for several years because of the damages suffered during the 1968 Belice earthquake. Until some years ago, every Wednesday evening they celebrated the Holy Mass in Latin, accompanied by the Gregorian chant and polyphonic ones of the del choir Jacopone da Todi. Inside the Church there are cultural activities connected with the sacred chants, the old one in particular, thanks to the same choir that uses this building on Sunday afternoon and on Wednesday evening.

Works
The church has one nave with a barrel vault and five altars. Inside it there are beautiful works of great artistic value, among which ten stucco statues:
Two great angels in the presbitery and eight allegorical statues on the walls (Religion, Faith, Patience, Renounce to World, Vigilance, Happiness, Charity and Hope) made by Serpotta’s pupil, Bartolomeo Sanseverino (1758).
The Transfiguration of Jesus (1759–60), a painting on the high altar
saint Benedict among a group of saints, a fresco on the vault by Carlo Brunetti
the sacrificial Lamb among Angels, a fresco on the vault by Carlo Brunetti
Saint Benedict of Nursia, a marble statue realized by Antonino Gagini (1545)
The Ecstasy of Saint Teresa, assigned to Pietro Novelli, on the first right altar
The Assumption of Mary, assigned to Pietro Novelli, on the first left altar
The Annunciation: oval paintings by Baldassare Massa
In 1982 the ovals of the Annunciation were stolen, together with the high reliefs of saint Michael the Archangel and with saint John Baptist, one of them was bought again at Sotheby's auction in 1994 for 25 millions of liras.

The Tabernacle
The marble tabernacle, in high relief and about four metres high, was made by Antonino Gagini and Baldassare Massa (1557–1558). The ciborium, among for kneeling angels, is surmounted by a Crucifix above the figures of saint John the Apostle, the Virgin Mary and the Holy Ghost as a dove and among four angels’ heads:[5] there are also the scene of the Flagellation and the figure of saint John Baptist with Jesus’baptism, saint Michael the Archangel while defeating Satan, the chasing away of the rebel angels into hell, and finally the coat of arms of Alcamo and of the abbess Margherita di Montesa.
She made Baldassare Massa (a sculptor from Palermo) complete the work started by Gagini and inserted seven scenes of the Passion of Jesus, two oval paintings representing saint Benedict and the Redeemer, and a depiction of God the Father with his open arms. The marble tabernacle of the Holy Sacrament was later gilded by Giovan Leonardo Bagolino, a painter from Verona and Sebastiano Bagolino’s father.

Nunnery
The sisters of the nunnery came from noble families; besides religious practices, they created works of sacred handicraft such as plastic polish and ceroplastics, and probably vestments. To avoid the suppression of the convent, owing to the 1866 Laws, they opened a school from 1862 onwards; in fact the sisters administrated a College for Civil Damsels with three classes working inside it; besides reading and writing correctly, they devoted themselves to embroidery, the study of arithmetics, geography and Italian. In the final year they studied history, music and French; the boarding fee also included books, equipment and any medical care.
The convent was suppressed in 1906: the remaining nuns were moved to the nunnery of Badia Nuova, and the premises were first used as barracks, then as schools (primary, nursery and training school). Today they are utilised by the secondary school ""Pietro Maria Rocca"".

See also
Giacomo Serpotta
Pietro Novelli
Badia Nuova
Chiesa dei santi Cosma e Damiano (Alcamo)
Chiesa del santo Angelo Custode

References
Sources
Carlo Cataldo: Guida storico-artistica dei beni culturali di Alcamo-Calatafimi-Castellammare Golfo p. 43–44; Sarograf, Alcamo,1982
Gianni Guadalupi, Mariano Coppola: Alcamo, introduzione di Vincenzo Regina(collana Grand Tour); Grafiche Mazzucchelli, Milano,1995
Carlo Cataldo: La conchiglia di S.Giacomo p. 226; ed.Campo, Alcamo, 2001

External links
http://www.trapaniplus.it/schedacosedavedere.php?cosadavedere=141
http://www.weagoo.com/it/card/13545/chiesa-del-ss-salvatore
http://www.alqamah.it/2013/06/17/tela-del-700-restaurata-tornera-nella-chiesa-del-ss-salvatore-di-alcamo/
http://www.cricd.it/files/resources/201106170939550.17.06%20-%20Ad%20Alcamo%20chiesa%20riapre%20dopo%2043%20anni.pdf
http://www.diocesi.trapani.it/content/view/1386/248/
http://www.alqamah.it/2013/06/17/tela-del-700-restaurata-tornera-nella-chiesa-del-ss-salvatore-di-alcamo/
http://www.larisaccamensiletrapanese.it/wp/?p=1265
http://www.sicilianelcuore.net/comune/alcamo.html
http://www.diocesi.trapani.it/component/option,com_wrapper/Itemid,225/%7COrari di apertura al pubblico per le Sante Messe",Category:Pages using infobox religious building with unsupported parameters,2
47,48,Category:Landscape architecture,,Category:Horticulture and gardening,2
48,49,5D BIM,"5D BIM, an acronym for 5D Building Information Modeling, is a term used in the CAD and construction industries, and refers to the intelligent linking of individual 3D CAD components or assemblies with schedule (time - 4D BIM) constraints  and then with cost-related information.
The creation of 5D models enables the various participants (from architects, designers, contractors to owners) of a construction project to visualize the progress of construction activities and its related costs over time. This BIM-centric project management technique has potential to improve management and delivery of projects of any size or complexity.
In June 2016, McKinsey, a consultancy, identified 5D BIM technology as one of five big ideas poised to disrupt construction.It defined 5D BIM as ""a five-dimensional representation of the physical and functional characteristics of any project. It considers a project’s cost and schedule in addition to the standard spatial design parameters in 3-D.""

Usage
In Germany and Europe at large, 5D BIM technology is prevalent among large general contractors.

See also
4D BIM
6D BIM


== References ==",Category:Architecture,2
49,50,Museum architecture,"Museum architecture has been of increasing importance over the centuries, especially more recently.
A challenge for museum architecture is the differing purposes of the building. The museum collection must be preserved, but it also needs to be made accessible to the public. Climate control may be very important for the objects in the collection.

History
An early example of architecture for a purpose-built museum is the Museum of the History of Science building in Oxford, England, originally built to house the Ashmolean Museum.
In the 20th century, museums have been combined with war memorials to serve multiple purposes. The Australian War Memorial in Canberra, for example, is a place of commemoration as well as for collection and display. It contains a museum, an archive and a shrine. It was designed by Emil Sodersten and John Crust in a contemporary neoclassical style reminiscent of Lutyens with detailing influenced by Art Deco.
The Solomon R. Guggenheim Museum in New York City, USA (opened in 1959), by Frank Lloyd Wright is an important architectural landmark and icon of the 20th century. Another classic 20th century example of iconic museum architecture is the titanium-covered Guggenheim Museum Bilbao in Spain by Frank Gehry (opened in 1997). Gehry has undertaken many major museum architecture projects, including the Experience Music Project in Seattle, USA, the Weisman Art Museum in Minneapolis, USA, the Vitra Design Museum and MARTa Museum in Germany, and the Art Gallery of Ontario in Toronto, Canada.
Successful examples of modern architecture being married with existing museum buildings include the Louvre Pyramid by I. M. Pei in Paris, France (1989), and more recently the Queen Elizabeth II Great Court by Norman Foster at the British Museum, London, England (2000).
David Chipperfield designed many notable museums, including the award-winning River and Rowing Museum in Henley-on-Thames, England, in 1997. This won in 1999 the RIBA Architecture in Arts and Leisure Award and the Royal Fine Art Commission Trust/British Sky Broadcasting Best Building Award (England). Chipperfield also designed the Figge Art Museum in Davenport, Iowa, USA (2005), the Museum of Modern Literature in Marbach, Germany (2006), and the reconstructed Neues Museum in Berlin, Germany (2009).
Museum architecture sometimes involves the conversion of old buildings that have outlived their usefulness but that are still of historic interest. A notable example is the Dalí Theatre and Museum or the conversion of the Bankside Power Station designed by Sir Giles Gilbert Scott into the Tate Modern in 2000, based on design by Herzog & de Meuron. Information about the conversion was the basis for a 2008 documentary Architects Herzog and de Meuron: Alchemy of Building & Tate Modern.
Finegold Alexander + Associates Inc, an architecture firm based in Boston, Massachusetts, USA, established in 1962, has undertaken museum architecture projects including Ellis Island National Monument and Museum (Associated Architects with Beyer Blinder Belle Architects) and the United States Holocaust Memorial Museum (Associated Architects with Pei Cobb Freed & Partners).

Architects
As well as the architects mentioned above, other architects notable for their contributions to museum architecture include:
Philip Freelon (Smithsonian National Museum of African American History and Culture, 2003, USA; the Museum of the African Diaspora, 2005, USA)
Leonard Jacobson (East Building of the National Gallery of Art, Washington, D.C., 1978, USA; West Wing of the Museum of Fine Arts, Boston, Massachusetts, 1981, USA; Portland Museum of Art, Portland, Maine, 1982, USA; the Louvre, 1980s/90s, Paris, France)
Kengo Kuma (Kitakami Canal Museum, Tokyo, 1994, Japan; Suntory Museum of Art, 2007, Japan; V&A at Dundee, Dundee, 2010, Scotland)
Akira Kuryu (Uemura Naomi Memorial Museum, 1994, Japan; Okazaki Mindscape Museum, 1996, Japan)
Daniel Libeskind (Jewish Museum, Berlin 1989-1999, Imperial War Museum North 1997-2001, Royal Ontario Museum (extension), 2002-2007)
SANAA
Katayama T?kuma (Nara National Museum, 1894, Japan; Kyoto Imperial Museum, 1895, now the Kyoto National Museum, Japan)
Stanton Williams (Grand Musée d'Art, 2011, Nantes, France)

Gallery


== References ==",Category:Architecture,2
50,51,Sonata (building design software),,Category:Articles with unsourced statements from July 2016,2
51,52,Architectural drawing,"An architectural drawing or architect's drawing is a technical drawing of a building (or building project) that falls within the definition of architecture. Architectural drawings are used by architects and others for a number of purposes: to develop a design idea into a coherent proposal, to communicate ideas and concepts, to convince clients of the merits of a design, to enable a building contractor to construct it, as a record of the completed work, and to make a record of a building that already exists.
Architectural drawings are made according to a set of conventions, which include particular views (floor plan, section etc.), sheet sizes, units of measurement and scales, annotation and cross referencing. Conventionally, drawings were made in ink on paper or a similar material, and any copies required had to be laboriously made by hand. The twentieth century saw a shift to drawing on tracing paper, so that mechanical copies could be run off efficiently.
The development of the computer had a major impact on the methods used to design and create technical drawings, making manual drawing almost obsolete, and opening up new possibilities of form using organic shapes and complex geometry. Today the vast majority of drawings are created using CAD software.

Size and scale
The size of drawings reflects the materials available and the size that is convenient to transport – rolled up or folded, laid out on a table, or pinned up on a wall. The draughting process may impose limitations on the size that is realistically workable. Sizes are determined by a consistent paper size system, according to local usage. Normally the largest paper size used in modern architectural practice is ISO A0 (841 mm × 1,189 mm or 33.1 in × 46.8 in) or in the USA Arch E (762 mm × 1,067 mm or 30 in × 42 in) or Large E size (915 mm × 1,220 mm or 36 in × 48 in).
Architectural drawings are drawn to scale, so that relative sizes are correctly represented. The scale is chosen both to ensure the whole building will fit on the chosen sheet size, and to show the required amount of detail. At the scale of one eighth of an inch to one foot (1:96) or the metric equivalent 1 to 100, walls are typically shown as simple outlines corresponding to the overall thickness. At a larger scale, half an inch to one foot (1:24) or the nearest common metric equivalent 1 to 20, the layers of different materials that make up the wall construction are shown. Construction details are drawn to a larger scale, in some cases full size (1 to 1 scale).
Scale drawings enable dimensions to be ""read"" off the drawing, i.e. measured directly. Imperial scales (feet and inches) are equally readable using an ordinary ruler. On a one-eighth inch to one foot scale drawing, the one-eighth divisions on the ruler can be read off as feet. Architects normally use a scale ruler with different scales marked on each edge. A third method, used by builders in estimating, is to measure directly off the drawing and multiply by the scale factor.
Dimensions can be measured off drawings made on a stable medium such as vellum. All processes of reproduction introduce small errors, especially now that different copying methods mean that the same drawing may be re-copied, or copies made in several different ways. Consequently, dimensions need to be written (""figured"") on the drawing. The disclaimer ""Do not scale off dimensions"" is commonly inscribed on architects drawings, to guard against errors arising in the copying process.

Standard views used in architectural drawing
This section deals with the conventional views used to represent a building or structure. See the Types of architectural drawing section below for drawings classified according to their purpose.

Floor plan
A floor plan is the most fundamental architectural diagram, a view from above showing the arrangement of spaces in building in the same way as a map, but showing the arrangement at a particular level of a building. Technically it is a horizontal section cut through a building (conventionally at four feet / one metre and twenty centimetres above floor level), showing walls, windows and door openings and other features at that level. The plan view includes anything that could be seen below that level: the floor, stairs (but only up to the plan level), fittings and sometimes furniture. Objects above the plan level (e.g. beams overhead) can be indicated as dashed lines.
Geometrically, plan view is defined as a vertical orthographic projection of an object on to a horizontal plane, with the horizontal plane cutting through the building.

Site plan
A site plan is a specific type of plan, showing the whole context of a building or group of buildings. A site plan shows property boundaries and means of access to the site, and nearby structures if they are relevant to the design. For a development on an urban site, the site plan may need to show adjoining streets to demonstrate how the design fits into the urban fabric. Within the site boundary, the site plan gives an overview of the entire scope of work. It shows the buildings (if any) already existing and those that are proposed, usually as a building footprint; roads, parking lots, footpaths, hard landscaping, trees and planting. For a construction project, the site plan also needs to show all the services connections: drainage and sewer lines, water supply, electrical and communications cables, exterior lighting etc.
Site plans are commonly used to represent a building proposal prior to detailed design: drawing up a site plan is a tool for deciding both the site layout and the size and orientation of proposed new buildings. A site plan is used to verify that a proposal complies with local development codes, including restrictions on historical sites. In this context the site plan forms part of a legal agreement, and there may be a requirement for it to be drawn up by a licensed professional: architect, engineer, landscape architect or land surveyor.

Elevation
An elevation is a view of a building seen from one side, a flat representation of one façade. This is the most common view used to describe the external appearance of a building. Each elevation is labelled in relation to the compass direction it faces, e.g. looking toward the north you would be seeing the southern elevation of the building. Buildings are rarely a simple rectangular shape in plan, so a typical elevation may show all the parts of the building that are seen from a particular direction.
Geometrically, an elevation is a horizontal orthographic projection of a building on to a vertical plane, the vertical plane normally being parallel to one side of the building.
Architects also use the word elevation as a synonym for façade, so the north elevation is literally the north-facing wall of the building.

Cross section
A cross section, also simply called a section, represents a vertical plane cut through the object, in the same way as a floor plan is a horizontal section viewed from the top. In the section view, everything cut by the section plane is shown as a bold line, often with a solid fill to show objects that are cut through, and anything seen beyond generally shown in a thinner line. Sections are used to describe the relationship between different levels of a building. In the Observatorium drawing illustrated here, the section shows the dome which can be seen from the outside, a second dome that can only be seen inside the building, and the way the space between the two accommodates a large astronomical telescope: relationships that would be difficult to understand from plans alone.
A sectional elevation is a combination of a cross section, with elevations of other parts of the building seen beyond the section plane.
Geometrically, a cross section is a horizontal orthographic projection of a building on to a vertical plane, with the vertical plane cutting through the building.

Isometric and axonometric projections
Isometric and axonometric projections are a simple way of representing a three dimensional object, keeping the elements to scale and showing the relationship between several sides of the same object, so that the complexities of a shape can be clearly understood.
There is some confusion about the terms isometric and axonometric. “Axonometric is a word that has been used by architects for hundreds of years. Engineers use the word axonometric as a generic term to include isometric, diametric and trimetric drawings.” This article uses the terms in the architecture-specific sense.
Despite fairly complex geometrical explanations, for the purposes of practical draughting the difference between isometric and axonometric is simple (see diagram above). In both, the plan is drawn on a skewed or rotated grid, and the verticals are projected vertically on the page. All lines are drawn to scale so that relationships between elements are accurate. In many cases a different scale is required for different axes, and again this can be calculated but in practice was often simply estimated by eye.
An isometric uses a plan grid at 30 degrees from the horizontal in both directions, which distorts the plan shape. Isometric graph paper can be used to construct this kind of drawing. This view is useful to explain construction details (e.g. three dimensional joints in joinery). The isometric was the standard view until the mid twentieth century, remaining popular until the 1970s, especially for textbook diagrams and illustrations.
Cabinet projection is similar, but only one axis is skewed, the others being horizontal and vertical. Originally used in cabinet making, the advantage is that a principal side (e.g. a cabinet front) is displayed without distortion, so only the less important sides are skewed. The lines leading away from the eye are drawn at a reduced scale to lessen the degree of distortion. The cabinet projection is seen in Victorian engraved advertisements and architectural textbooks, but has virtually disappeared from general use.
An axonometric uses a 45 degree plan grid, which keeps the original orthogonal geometry of the plan. The great advantage of this view for architecture is that the draughtsman can work directly from a plan, without having to reconstruct it on a skewed grid. In theory the plan should be set at 45 degrees, but this introduces confusing coincidences where opposite corners align. Unwanted effects can be avoided by rotating the plan while still projecting vertically. This is sometimes called a planometric or plan oblique view, and allows freedom to choose any suitable angle to present the most useful view of an object.
Traditional draughting techniques used 30-60 and 45 degree set squares, and that determined the angles used in these views. Once the adjustable square became common those limitations were lifted.
The axonometric gained in popularity in the twentieth century, not just as a convenient diagram but as a formal presentation technique, adopted in particular by the Modern Movement. Axonometric drawings feature prominently in the influential 1970's drawings of Michael Graves, James Stirling and others, using not only straightforward views but worms-eye view, unusually and exaggerated rotations of the plan, and exploded elements.
The axonometric view is not readily generated by CAD programmes which create views from a three dimensional model. Consequently, it is now rarely used.

Detail drawings
Detail drawings show a small part of the construction at a larger scale, to show how the component parts fit together. They are also used to show small surface details, for example decorative elements. Section drawings at large scale are a standard way of showing building construction details, typically showing complex junctions (such as floor to wall junction, window openings, eaves and roof apex) that cannot be clearly shown on a drawing that includes the full height of the building. A full set of construction details needs to show plan details as well as vertical section details. One detail is seldom produced in isolation: a set of details shows the information needed to understand the construction in three dimensions. Typical scales for details are 1/10, 1/5 and full size.
In traditional construction, many details were so fully standardised, that few detail drawings were required to construct a building. For example, the construction of a sash window would be left to the carpenter, who would fully understand what was required, but unique decorative details of the facade would be drawn up in detail. In contrast, modern buildings need to be fully detailed because of the proliferation of different products, methods and possible solutions.

Architectural perspective
Perspective in drawing is an approximate representation on a flat surface of an image as it is perceived by the eye. The key concepts here are:
Perspective is the view from a particular fixed viewpoint.
Horizontal and vertical edges in the object are represented by horizontals and verticals in the drawing.
Lines leading away into the distance appear to converge at a vanishing point.
All horizontals converge to a point on the horizon, which is a horizontal line at eye level.
Verticals converge to a point either above or below the horizon.
The basic categorization of artificial perspective is by the number of vanishing points:
One-point perspective where objects facing the viewer are orthogonal, and receding lines converge to a single vanishing point.
Two-point perspective reduces distortion by viewing objects at an angle, with all the horizontal lines receding to one of two vanishing points, both located on the horizon.
Three-point perspective introduces additional realism by making the verticals recede to a third vanishing point, which is above or below depending upon whether the view is seen from above or below.
The normal convention in architectural perspective is to use two-point perspective, with all the verticals drawn as verticals on the page.
Three-point perspective gives a casual, photographic snapshot effect. In professional architectural photography, conversely, a view camera or a perspective control lens is used to eliminate the third vanishing point, so that all the verticals are vertical on the photograph, as with the perspective convention. This can also be done by digital manipulation of a photograph taken with a standard lens.
Aerial perspective is a technique in painting, for indicating distance by approximating the effect of the atmosphere on distant objects. In daylight, as an ordinary object gets further from the eye, its contrast with the background is reduced, its colour saturation is reduced, and its colour becomes more blue. Not to be confused with aerial view or bird's eye view, which is the view as seen (or imagined) from a high vantage point. In J M Gandy's perspective of the Bank of England (see illustration at the beginning of this article), Gandy portrayed the building as a picturesque ruin in order to show the internal plan arrangement, a precursor of the cutaway view.
A montage image is produced by superimposing a perspective image of a building on to a photographic background. Care is needed to record the position from which the photograph was taken, and to generate the perspective using the same viewpoint. This technique is popular in computer visualisation, where the building can be photorealistically rendered, and the final image is intended to be almost indistinguishable from a photograph.

Sketches and diagrams
A sketch is a rapidly executed freehand drawing, a quick way to record and develop an idea, not intended as a finished work. A diagram may also be drawn freehand but deals with symbols, to develop the logic of a design. Both may be worked up into a more presentable form and used to communicate the principles of a design.
In architecture, the finished work is expensive and time consuming, so it is important to resolve the design as fully as possible before construction work begins. Complex modern buildings involve a large team of different specialist disciplines, and communication at the early design stages is essential to keep the design moving towards a coordinated outcome. Architects (and other designers) start investigating a new design with sketches and diagrams, to develop a rough design that provides an adequate response to the particular design problems.
There are two basic elements to a building design, the aesthetic and the practical. The aesthetic element includes the layout and visual appearance, the anticipated feel of the materials, and cultural references that will influence the way people perceive the building. Practical concerns include space allocated for different activities, how people enter and move around the building, daylight and artificial lighting, acoustics, traffic noise, legal matters and building codes, and many other issues. While both aspects are partly a matter of customary practice, every site is different. Many architects actively seek innovation, thereby increasing the number of problems to be resolved.
Architectural legend often refers to designs made on the back of an envelope/napkin/cigarette packet. Initial thoughts are important, even if they have to be discarded along the way, because they provide the central idea around which the design can develop. Although a sketch is inaccurate, it is disposable and allows for freedom of thought, for trying different ideas quickly. Choice becomes sharply reduced once the design is committed to a scale drawing, and the sketch stage is almost always essential.
Diagrams are mainly used to resolve practical matters. In the early phases of the design architects use diagrams to develop, explore, and communicate ideas and solutions. They are essential tools for thinking, problem solving, and communication in the design disciplines. Diagrams can be used to resolve spatial relationships, but they can also represent forces and flows, e.g. the forces of sun and wind, or the flows of people and materials through a building.
An exploded view diagram shows component parts dis-assembled in some way, so that each can be seen on its own. These views are common in technical manuals, but are also used in architecture, either in conceptual diagrams or to illustrate technical details. In a cutaway view parts of the exterior are omitted to show the interior, or details of internal construction. Although common in technical illustration, including many building products and systems, the cutaway is in fact little-used in architectural drawing.

Types of architectural drawing
Architectural drawings are produced for a specific purpose, and can be classified accordingly. Several elements are often included on the same sheet, for example a sheet showing a plan together with the principal façade.

Presentation drawings
Drawings intended to explain a scheme and to promote its merits. Working drawings may include tones or hatches to emphasise different materials, but they are diagrams, not intended to appear realistic. Basic presentation drawings typically include people, vehicles and trees, taken from a library of such images, and are otherwise very similar in style to working drawings. Rendering is the art of adding surface textures and shadows to show the visual qualities of a building more realistically. An architectural illustrator or graphic designer may be employed to prepare specialist presentation images, usually perspectives or highly finished site plans, floor plans and elevations etc.

Survey drawings
Measured drawings of existing land, structures and buildings. Architects need an accurate set of survey drawings as a basis for their working drawings, to establish exact dimensions for the construction work. Surveys are usually measured and drawn up by specialist land surveyors.

Record drawings
Historically, architects have made record drawings in order to understand and emulate the great architecture known to them. In the Renaissance, architects from all over Europe studied and recorded the remains of the Roman and Greek civilizations, and used these influences to develop the architecture of the period. Records are made both individually, for local purposes, and on a large scale for publication. Historic surveys worth referring to include:
Colen Campbell's Vitruvius Brittanicus, illustrations of English buildings by Inigo Jones and Sir Christopher Wren, as well as Campbell himself and other prominent architects of the era.
The Survey of London, founded in 1894 by Charles Robert Ashbee and now available through English Heritage. A record of notable streets and individual buildings in the former County of London.
Historic American Buildings Survey, records of notable buildings drawn up during the 1930s Depression, this collection is held by the Library of Congress and is available copyright-free on the internet.
Record drawings are also used in construction projects, where ""as-built"" drawings of the completed building take account of all the variations made during the course of construction.

Working drawings
A comprehensive set of drawings used in a building construction project: these will include not only architect's drawings but structural and services engineer's drawings etc. Working drawings logically subdivide into location, assembly and component drawings.
Location drawings, also called general arrangement drawings, include floor plans, sections and elevations: they show where the construction elements are located.
Assembly drawings show how the different parts are put together. For example, a wall detail will show the layers that make up the construction, how they are fixed to structural elements, how to finish the edges of openings, and how prefabricated components are to be fitted.
Component drawings enable self-contained elements e.g. windows and doorsets, to be fabricated in a workshop, and delivered to site complete and ready for installation. Larger components may include roof trusses, cladding panels, cupboards and kitchens. Complete rooms, especially hotel bedrooms and bathrooms, may be made as prefabricated pods complete with internal decorations and fittings.
Traditionally, working drawings would typically combine plans, sections, elevations and some details to provide a complete explanation of a building on one sheet. That was possible because little detail was included, the building techniques involved being common knowledge amongst building professionals. Modern working drawings are much more detailed and it is standard practice to isolate each view on a separate sheet. Notes included on drawings are brief, referring to standardised specification documents for more information. Understanding the layout and construction of a modern building involves studying an often-sizeable set of drawings and documents.

Drafting
Until the latter part of the twentieth century, all architectural drawings were manually produced, either by architects or by trained (but less skilled) draughtsmen (or drafters), who did not generate the design, although they made many of the less important decisions. This system continues with CAD draughting: many design architects have little or no knowledge of CAD software programmes and rely upon others to take their designs beyond the sketch stage. Draughtsmen may specialize in a type of structure, such as residential or commercial, or in a type of construction: timber frame, reinforced concrete, prefabrication etc.
The traditional tools of the architect were the drawing board or draughting table, T-square and set squares, protractor, compasses, pencil and drawing pens of different types. Drawings were made on vellum, coated linen, and on tracing paper. Lettering would either be done by hand, mechanically using a stencil, or a combination of the two. Ink lines were drawn with a ruling pen, a relatively sophisticated device similar to a dip-in pen but with adjustable line width, capable of producing a very fine controlled line width. Ink pens had to be dipped into ink frequently. Draughtsmen worked standing up, and kept the ink on a separate table to avoid spilling ink on the drawing.
Twentieth century developments include the parallel motion drawing board, and more complicated improvements on the basic T-square. The development of reliable technical drawing pens allowed for faster draughting and stencilled lettering. Letraset dry transfer lettering and half-tone sheets were popular from the 1970s until computers made those processes obsolete.

CGI & Computer-aided design
Computer-aided design is the use of computer software to create drawings. Today the vast majority of technical drawings of all kinds are made using CAD. Instead of drawing lines on paper, the computer records equivalent information electronically. There are many advantages to this system: repetition is reduced because complex elements can be copied, duplicated and stored for re-use. Errors can be deleted, and the speed of draughting allows many permutations to be tried before the design is finalised. On the other hand, CAD drawing encourages a proliferation of detail and increased expectations of accuracy, aspects which reduce the efficiency originally expected from the move to computerisation.
Professional CAD software such as AutoCAD is complex and requires both training and experience before the operator becomes fully productive. Consequently, skilled CAD operators are often divorced from the design process. Simpler software such as SketchUp and Vectorworks allows for more intuitive drawing and is intended as a design tool.
CAD is used to create all kinds of drawings, from working drawings to photorealistic perspective views. Architectural renderings (also called visualisations) are made by creating a three-dimensional model using CAD. The model can be viewed from any direction to find the most useful viewpoints. Different software (for example Autodesk 3ds Max) is then used to apply colour and texture to surfaces, and to represent shadows and reflections. The result can be accurately combined with photographic elements: people, cars, background landscape.
Building information modeling (BIM) is the logical development of CAD drawing, a relatively new technology but fast becoming mainstream. The design team collaborates to create a three-dimensional computer model, and all plans and other two-dimensional views are generated directly from the model, ensuring spatial consistency. The key innovation here is to share the model via the internet, so that all the design functions (site survey, architecture, structure and services) can be integrated into a single model, or as a series of models associated with each specialism that are shared throughout the design development process. Some form of management, not necessarily by the architect, needs to be in place to resolve conflicting priorities. The starting point of BIM is spatial design, but it also enables components to be quantified and scheduled directly from the information embedded in the model.
An architectural animation is a short film showing how a proposed building will look: the moving image makes three-dimensional forms much easier to understand. An animation is generated from a series of hundreds or even thousands of still images, each made in the same way as an architectural visualisation. A computer-generated building is created using a CAD programme, and that is used to create more or less realistic views from a sequence of viewpoints. The simplest animations use a moving viewpoint, while more complex animations can include moving objects: people, vehicles and so on.

Architectural reprographics
Reprographics or reprography covers a variety of technologies, media, and support services used to make multiple copies of original drawings. Prints of architectural drawings are still sometimes called blueprints, after one of the early processes which produced a white line on blue paper. The process was superseded by the dye-line print system which prints black on white coated paper (Whiteprint). The standard modern processes are the ink-jet printer, laser printer and photocopier, of which the ink-jet and laser printers are commonly used for large-format printing. Although colour printing is now commonplace, it remains expensive above A3 size, and architect's working drawings still tend to adhere to the black and white / greyscale aesthetic.

See also


== References ==",Category:Technical drawing,2
52,53,Category:Architecture lists,,Category:Design-related lists,2
