,ID,Title,Text,Category,Group
34,35,Infradian rhythm,"In chronobiology, an infradian rhythm is a rhythm with a period longer than the period of a circadian rhythm, i.e. with a frequency less than one cycle in 28 hours, such as menstruation, breeding, tidal or seasonal rhythms. In contrast, ultradian rhythms have periods shorter than the period of a circadian rhythm.

See also
Photoperiodicity


== References ==",Category:Biology,4
35,36,Category:History of biology,,Category:Biology,4
36,37,Tactoid,,Category:Biology,4
37,38,Tellurium ion resistance,"The Tellurium Ion Resistance (TerC) Family (TC# 2.A.109) is part of the Lysine Exporter (LysE) Superfamily. A representative list of proteins belonging to the TerC family can be found in the Transporter Classification Database.

TerC
The TerC family (Pfam 03741) includes the E. coli TerC protein (TC# 2.A.109.1.1) which has been implicated in tellurium resistance. It is hypothesized to catalyze efflux of tellurium ions. TerC is encoded by plasmid pTE53 from a clinical isolate of E. coli. It has 346 amino acyl residues (aas) and 9 putative transmembrane segments (TMSs) with a large hydrophilic loop between TMSs 5 and 6.
A homologue in Arabidopsis thaliana (TC# 9.A.30.2.1) may function in prothylakoid membrane biogenises during early chloroplast development. It has 384 aas and 7-8 putative TMSs. In E. coli, TerC forms a membrane complex with TerB as well as DctA, PspA, HslU, and RplK. The TerB/TerC complex may link different functional modules with biochemical activities of C4-dicarboxylate transport, inner membrane stress response (phage shock protein regulatory complex), ATPase/chaperone activity, and proteosynthesis. It may be part of a metal sensing stress response system. The co-presence of TerC and TerE but not TerF correlates with tellurite resistance when several hundred bacterial strains were assayed.

Function
The reaction proposed to be catalyzed by TerC is:
tellurium ions (in) ? tellurium ions (out).

See also
Tellurium
Isotopes of tellurium
Efflux (microbiology)

Further reading
Taylor, D. E. (1999). ""Bacterial tellurite resistance"". Trends in Microbiology. 7 (3): 111–115. doi:10.1016/s0966-842x(99)01454-7. PMID 10203839. 
Kazanov, M.D.; Vitreschak, A.G.; Gelfand, M.S. (2007). ""Abundance and functional diversity of riboswitches in microbial communities"". BMC Genomics. 8: 347. doi:10.1186/1471-2164-8-347. PMC 2211319?. PMID 17908319. 
Kwon, K.C.; Cho, M.H. (2008). ""Deletion of the chloroplast-localized AtTerC gene product in Arabidopsis thaliana leads to loss of the thylakoid membrane and to seedling lethality"". Plant J. 55: 428–442. doi:10.1111/j.1365-313X.2008.03523.x. PMID 18429937. 
Meyer, M.M.; Hammond, M.C.; Salinas, Y.; Roth, A.; Sudarsan, N.; Breaker, R.R. (2011). ""Challenges of ligand identification for riboswitch candidates"". RNA Biol. 8: 5–10. doi:10.4161/rna.8.1.13865. PMC 3142362?. PMID 21317561. 


== References ==",Category:Biology,4
38,39,Trace metal,,Category:Biology,4
39,40,Stercomata,"Stercomata are pellets of waste material accumulated in some species of foraminifera and testate amoebae. The pellets consist largely of clay minerals and are believed to be derived from ingested sediment, indicating that the stercomata-bearing foraminifera are filter-feeders, although it is possible that they may capture suspended particles. In certain species the stercomata are enveloped in sheet-like formations of protoplasm.

See also
Feces


== References ==",Category:Biology,4
40,41,Use of beta-adrenergic agonists livestock,"Beta-adrenergic agonists, or ?-agonists, are non-hormonal growth promotants that help animals put on muscle instead of fat. Ractopamine (brand names include Optaflexx and Paylean) and zilpaterol (brand name Zilmax) received FDA approval in 1999 and 2003, respectively. They are also approved in Mexico, South Africa, and Canada. 160 countries restrict the importation of beef which has been raised with ?-agonists. Temple Grandin was one of the first to describe the potential problems with the supplement. Cattle may arrive at the plant with a stiff gait, acting like they have both stiff muscles and sore feet. The problem could be muscle fatigue. Zilpateral enhances the growth of “fast-twitch” fibers, a type of muscle fiber that fatigues more easily. On August 16, 2013 Merck and Co., the makers of Zilmax, suspended the sale of the product in the US and Canada. But problems may exist with all ?-agonists supplementation, and not just for animals.

Introduction
The family of ?-agonists includes ?1-, ?2-, and ?3-agonists such as clenbuterol, ractopamine, cimaterol, zilpaterol and salbutamol. They possess similar chemical structures with different substituent groups on the phenyl ethanolamines. Due to their significant nutrition redistribution function, ?-agonists have been applied in the livestock industry such as pigs and ruminants to reduce carcass fat and increase muscle mass while improving growth rate and feed conversion (Bareille and Faverdin, 1996, Bergen et al., 1989, Byrem et al., 1998, Cardoso and Taveira, 2002, Shook et al., 2009 and Williams et al., 1987). Unfortunately, ?-agonists deposited in animal tissues can cause acute poisoning when consumed by humans, particularly in people with symptoms of muscular tremors, cardiac palpitation, nervousness, headache, muscular pain, dizziness, nausea, vomiting, fever and chills (Brambilla et al., 2000). Therefore, the use of ?-agonists in animal feeds has been banned in many countries such as the EU and China (Mitchell and Dunnavan, 1998 and Prezelj et al., 2003). There are still illicit usages of ?-agonists in animal feeds in many countries.

Screening
Broad screening and identification of ?-agonists in feed and animal body fluid and tissues using ultra-high performance liquid chromatography-quadrupole-orbitrap high resolution mass spectrometry combined with spectra library search • Tingting Lia, 1, • Jingjing Caob, 1, • Zhen Lib, • Xian Wanga, • Pingli Hea,
Broad screening and identification of ?-agonists in feed, serum, urine, muscle and liver samples was achieved in a quick and highly sensitive manner using ultra high performance liquid chromatography-quadrupole-orbitrap high resolution mass spectrometry (UHPLC-Q-Orbitrap HRMS) combined with a spectra library search. Solid-phase extraction technology was employed for sample purification and enrichment. After extraction and purification, the samples were analyzed using a Q-Orbitrap high-resolution mass spectrometer under full-scan and data-dependent MS/MS mode. The acquired mass spectra were compared with an in-house library (compound library and MS/MS mass spectral library) built with TraceFinder Software which contained the M/Z of the precursor ion, chemical formula, retention time, character fragment ions and the entire MS/MS spectra of 32 ?-agonist standards. Screening was achieved by comparing 5 key mass spectral results and positive matches were marked. Using the developed method, the identification results from 10 spiked samples and 238 actual samples indicated that only 2% of acquired mass spectra produced false identities. The method validation results showed that the limit of detection ranged from 0.021–3.854 ?g kg?1and 0.015–1.198 ng mL?1 for solid and liquid samples, respectively.


== References ==",Category:Biology,4
41,42,Category:Biological classification,,Category:Biology,4
42,43,Compartmentalized ciliogenesis,,Category:Biology,4
43,44,Encapsulin,,Category:Biological engineering,4
44,45,Betaine transporter,"Proteins of the Betaine/Carnitine/Choline Transporter (BCCT) family (TC# 2.A.15) are found in Gram-negative and Gram-positive bacteria and archaea. The BCCT family is a member a large group of secondary transporters, the APC superfamily. Their common functional feature is that they all transport molecules with a quaternary ammonium group [R-N (CH3)3]. The BCCT family proteins vary in length between 481 and 706 amino acyl residues and possess 12 putative transmembrane ?-helical spanners (TMSs). The x-ray structures reveal two 5 TMS repeats with the total number of TMSs being 10. These porters catalyze bidirectional uniport or are energized by pmf-driven or smf-driven proton or sodium ion symport, respectively, or else by substrate:substrate antiport. Some of these permeases exhibit osmosensory and osmoregulatory properties inherent to their polypeptide chains.

Structure
Schulze et al. (2010) reported the structures of the sodium-independent carnitine/butyrobetaine antiporter CaiT from Proteus mirabilis (PmCaiT) at 2.3 Å (2WSW?, 4M8J?) and from E. coli (EcCaiT) at 3.5 Å resolution (SWSX?, 3HFX?).
Most members of the BCCT family are Na+- or H+-dependent, whereas EcCaiT is a Na+- and H+-independent substrate:product antiporter. The three-dimensional architecture of CaiT resembles that of the Na+-dependent transporters LeuT and BetP, but in CaiT, a methionine sulphur takes the place of the Na+ to coordinate the substrate in the central transport site, accounting for Na+ independence. Both CaiT structures (SWSW?, 4M8J?) show the fully open, inward-facing conformation, and thus complete the set of functional states that describe the alternating access mechanism. EcCaiT (SWSX?, 3HFX?) contains two bound butyrobetaine substrate molecules, one in the central transport site, the other in an extracellular binding pocket. In the structure of PmCaiT, a tryptophan side chain occupies the transport site, and access to the extracellular site is blocked. Binding of both substrates to CaiT reconstituted into proteoliposomes is cooperative, with Hill coefficients of up to 1.7, indicating that the extracellular site is regulatory. Schulze et al. (2010) proposed a mechanism whereby the occupied regulatory site increases the binding affinity of the transport site and initiates substrate translocation. Glycine betaine transporters have been found to contain a conserved region with four tryptophans in their central region.

Function
Most secondary-active transporters transport their substrates using an electrochemical ion gradient, but the carnitine transporter (CaiT) is an ion-independent, L-carnitine/gamma-butyrobetaine antiporter. Crystal structures of CaiT from E. coli and Proteus mirabilis revealed the inverted five-transmembrane-helix repeat similar to that in the amino acid/Na+ symporter, LeuT. Kalayil et al. (2013) showed that mutations of arginine 262 (R262) made CaiT Na+-dependent with increased transport activity in the presence of a membrane potential, in agreement with substrate/Na+ cotransport. R262 also plays a role in substrate binding by stabilizing the partly unwound TM1' helix.
Modeling CaiT from P. mirabilis in the outward-open and closed states on the corresponding structures of the related symporter BetP revealed alternating orientations of the buried R262 side chain, which mimic sodium binding and unbinding in the Na+-coupled substrate symporters. A similar mechanism may be operative in other Na+/H+-independent transporters, in which a positively charged amino acid replaces the cotransported cation. The oscillation of the R262 side chain in CaiT indicates how a positive charge triggers the change between outward-open and inward-open conformations.

Transport reactions
The generalized transport reactions catalyzed by members of the BCCT family are:

Substrate (out) + nH+ (out) ? Substrate (in) + nH+ (in)

Substrate (out) + Na+ (out) ? Substrate (in) + Na+ (in)

Substrate-1 (out) + Substrate-2 (in) ? Substrate-1 (in) + Substrate-2 (out)

Substrate (out) ? Substrate (in)

Substrate = a quaternary amine

Other betaine transporters
The mammalian betaine transporter (BGT1; SLC6A12) is predominantly expressed in the liver (hepatocytes). It is also expressed in the kidney where it is regulated by NFAT5 during a response to osmotic stress. Further, BGT1 is also present in the leptomeninges surrounding the brain. Deletion of the BGT1 gene in mice did not appear to have any impact on the tendency to develop epilepsy. This is to be expected considering that BGT1 is expressed at far lower levels than GAT1 and also has lower affinity for GABA. This implies that it is not likely to contribute significantly to the inactivation of the inhibitory neurotransmitter GABA.

See also
Betaine
Carnitine
Choline
Transporter Classification Database

References

This article incorporates text from the public domain Pfam and InterPro IPR000060",Category:Wikipedia external links cleanup from January 2016,4
45,46,Gender typing,"Gender typing is the process by which a child becomes aware of their gender and thus behaves accordingly by adopting values and attributes of members of the sex that they identify as their own. This process is extremely important for a child’s social and personality development because it largely impacts the child’s understanding of expected social behaviour and influences social judgments.

Gender identity
Given the definition, once the child is aware of their gender they will start to behave in gender roles that their same-sex models would normally adopt. Therefore, these individual responses become internalized and function according to the appropriate gender-role standards. The responses that individuals receive from their social group will mold their identity – becoming more feminine or masculine – and thus affect the way they view the world. Other facets of the process can also result in atypical development. Albeit, whether a child develops shared traits, cross-gender identities, or androgyny, their decision begins with the identification of a gender and the models he or she chooses to emulate. The behaviors they adopt will ultimately shape their knowledge and identity for who they are and how they should behave.

Theories
Freud’s psychoanalytic theory
Sigmund Freud believed that as a child progresses through each of the different stages in psychosexual development, during the third year of the child’s life, genitals are thought to become active. As children develop a greater understanding of their own sex they also develop either a castration complex (in boys) or penis envy (in girls). For boys, during the “phallic” stage, they are at the height of childhood sexuality. During this the Oedipus complex occurs, where the boy feels erotic love for his mother (Electra complex in girls where love is directed towards the father). As time progresses and the boy matures, he is slowly able to let go of the rival feelings he has towards his father and free himself from his love for his parents. At this time, the boy learns to emulate masculine attributes from his father and subsequently to identify with him. The girl’s development, Freud argued, is more complicated. Generally, as with males, the first object of interest is also the mother figure and for the first four years and beyond a girl remains attached to her mother. However, when the female child learns about “castration” it sparks disappointment and she blames her mother for her lack of a penis. Because of this, the girl gives up masturbation and in turn shifts focus from her mother to her father. By abandoning masturbation the girl can no longer be active, thus displaying a passive nature. The father then assists her by smoothly transitioning her towards a more feminine path. Furthermore, the girl’s affection towards her father will also influence her to emulate her mother’s feminine qualities and eventually adopt more gender-typed behaviours.

Kohlberg’s cognitive-developmental theory
The cognitive-developmental theory is also closely linked to Jean Piaget’s analysis for the age-related cognitive changes a child goes through. Lawrence Kohlberg suggested that cognition comes before action and behavior (“I am a boy so I do boy-like things”). This emphasizes the importance of a child’s understanding about gender roles and their permanent placement in it. After a child can fully grasp this concept, gender-specific information will become more relevant. This idea of gender consistency, similar to Piaget’s concrete-operational stage, is represented by three stages:
gender identity: the child recognizes that they are either a boy or a girl and possesses the ability to label others.
gender stability: the identity in which they recognizes themselves as does not change
gender consistency: the acceptance that gender does not change regardless of changes in gender-typed appearance, activities, and traits.
When the child is able to fully grasp gender stable understanding about themselves, usually between the ages of five and seven, the motivation to master their orientation and to socialize themselves allows them to seek out same-sexed models to learn more about gender-stereotypic behaviors.

Gender schema theory
A schema is a cognitively organized network of associations that is readily available to help guide an individual’s perception. Gender schema acts as a guide or standard for consistent behavior in a given scenario. Labels such as “girls are weak and boys are strong,” classifies what stereotypically acceptable actions for the gender groups are. Therefore, the theory proposes the idea that once the child has developed basic knowledge on gender behaviors they will begin to construct gender schemas. This is acquired first through the basic understanding of gender-specific roles. In order words, the child learns the contents of the society, things that are related to their own and the opposite sex, and incorporates it into their gender schemas. The child then learns to apply the appropriate attributes respectively to the right gender by selectively using this knowledge to conceptualize their own actions. Hence, categorizing how they should perform in various situations by molding their capabilities to match the schematic labels.

Social-learning theory (Albert Bandura)
Social learning theorists, like Albert Bandura, suggest that adults not only provide models for children to imitate, but that they also are actively involved in influencing a child’s gender-role identification. The Social learning theory proposes that gender-identities and gender-role preferences are acquired through two concepts.
Direct tuition (differential reinforcement): The first concept is represented through direct tuition, also known as differential reinforcement. Early in a child’s development, parents are already encouraging gender-appropriate activities and discouraging cross-gender activities. Adults reward children when they display gender-appropriate behavior and punish children when they display cross-gender behavior. The idea of direct tuition expresses that gender-typed behavior begins with the child adopting views they learn from their parents. Therefore, parents reinforce the developmental of gender stereotypes by providing gender-appropriate toys and activities. Adults influence a child’s gender identification when they encourage gender-typed behaviors like teaching “boys how to be boys and girls how to be girls”. 
Observational learning: The second concept is represented through observational learning in where children imitate and follow the behaviors of individuals who are of the same sex. Children become increasingly aware of gender stereotypes in preschool and acknowledge these “same-sex models” when they begin to exercise their preferences for “gender-typed” toys or activities. These same-sex models may include any individual from teachers and older siblings to media personalities.

Social models
There are many opportunities for a child to learn and develop their own understanding of what “gender” is. Thus as children progresses from childhood into adolescence they will already have been exposed to many factors that will influence their ideas and attitudes for normative social behaviors regarding gender roles. Social models, such as parents, siblings, and the media become extremely important during different stages of the child’s development.
Parents: Parents play a vital part in a child’s early life, for they are the first group of people that a child meets and learns from. The information that surrounds a child at home becomes reinforcements for desired behaviors of a male or female. Studies have shown that as immediate as 24 hours after a child is born most parents have already engaged in gender stereotypic expectations of sons or daughters. Through examples such as painting a room pink or blue, encouragement to participate in shared sex-typed activities, offering gender differentiated toys, or treating the opposite sex child differently, these parent-child interactions have long lasting influence on how a child connects to certain gender-specific behaviors. Furthermore, various evidence suggest that certain household differences affecting how a child is raised can influence how similar (or different) a child is to the opposite sex, therefore how “feminine” or “masculine” the child can potentially become. For instance, as certain research demonstrates, in the absence of a father figure boys are generally more “feminine” than those living with a father. This demonstrates the significance of father-son modeling. The same research reveals that boyhood femininity is more strongly correlated with parental reinforcement such as a father or mother’s desire for a girl and/or their approval for feminine behaviours.
Siblings: Apart from parents, children also seek reinforcement from their older siblings. Therefore, inconsistencies for gender behaviors can also be as a result of children emulating their siblings of opposite sex. Sibling’s influence is often most effective when the sibling is of an age that is more advanced than the child himself, therefore increasing the motivation for the child to model after their brother or sister. The impact of older siblings are power predictors for the younger sibling’s gender role attitudes, sex-typed personality qualities, and masculine leisure activities. Findings suggest that girls develop less traditional attitudes than boys, thus, relative to stereotypically traditional development, older male siblings are more conscientious towards masculine activities, which are evidently modeled after by younger siblings more than feminine activities. Moreover, older brothers tend to have stronger influence over a younger sibling’s sexual development. There is evidence that the relationship between older brother and younger sister can, in fact, influence the sister to become more feminine, abiding to more stereotypical gender-typed development than girls with older sisters. Interestingly, biological studies show that dizygotic twins with the opposite- sex co-twin gender show more sex-typed behaviors than same-sex twins. Conversely, this can also develop in an opposite direction in which children may try to diverge themselves from their siblings as much as possible, making their differences more salient; however, this may be more evident in first-borns possibly due to the birth order.
Peers: At a young age, children can already utilize their knowledge of different social categories to form stereotypes about what they understand about men and women. Interaction with peer groups will often shape people’s behavior to fit normative expectations. Children often group together with other children of the same-gender. Belonging in a group that shares the same gender identity will often endorse more gender appropriate traits. An example of this is the fact that girls have more expressive traits than boys. Research also show that children often engage in play with same-sex peers, and exclude others who are different from the norm. For example, children who want to join a group will only be allowed to engage in play if they are a same-gender peer who has had prior experience with the activity, or an opposite-gender peer who has not had prior experience. The desire to engage in play can influence a child to behave like to their peers. In later life, as children starts to move away from their parents, the role of friendship becomes much more influential.
Media: Children learn about different gender categories by observing various forms of media. They often look for gender roles, with whom they can relate to, from books and television. Conversely, these sources of media will also stereotypically shape a child’s understanding for gender acceptable behaviors. Studies examining the effects of gender stereotyping in children’s literature describe that, most often than not, gender views are affiliated with stereotypes which are both culturally and individually constructed. In children’s literature, male characters appear to be more central as well as less emotional and stronger. Female characters on the other hand worked out their feelings through expression, they are more dependent and usually adopt the roles of more domesticated characters. Moreover, these characteristics are also seen in television programing. For example, in most prime-time television shows women receive twice as many comments about her appearance than men. Similarly, a study investigating the cartoon “Pokémon” and gender role expresses the differences in “good” and “bad” characters. Jesse and James (villains of the story) are portrayed to have adopted counter-stereotypical portrayal. While Jesse is seen as more aggressive and James as more feminine, it subtly teaches children that nontraditional or nonstereotypical gender role behaviors are bad. Furthermore, children in the story have difficultly recalling a male pokemon revealing that there is an imbalance in which prominence is given to male characters. These depictions of male and female character roles can potentially become unconsciously influential in the way a child constructs gender views.

Atypical gender development and controversies
It is expected for children to develop gender-typed behavioural cues given that children often use gender-related information to make judgments. Society often rewards shared traditional behaviours, especially for men, and thus having progressed to a cross-gender development can lead to unwanted criticisms and punishment. Therefore, when children undergo atypical gender development, due to both genetic and environmental contributors, it can drastically alter normal development from a person’s sense of self-worth, self-esteem, to feelings of acceptance. When the child identifies as the opposite sex, he or she is then diagnosed with gender dysphoria (often termed gender identity disorder or GID).
Genetics vs. environmental contributors: The development of gender roles has been associated with both genetic and social factors. Current biological research has suggested that testosterone differences can affect sexual orientation, gender identity, and personality. For example, girls with increased prenatal testosterone levels, due to congenital adrenal hyperplasia (CAH), show more male-typed behaviors than the average female. This may cause a decrease in empathy levels, which is proven to be higher in the average women than men, and an increase in physical aggression, typically higher in men than women. Furthermore, multiple twin studies have also shown that homosexual traits displayed greater congruence in monozygotic (MZ) twins than dizygotic (DZ) twins displaying genetic contributions. Further studies reveal that this is especially true for girls' gender-typed values. Similarly, other studies have summarized that the prevalence of cross-gender behavior a highly heritable trait where MZ twins display the same cross-gender behaviors more so than DZ twins. While atypical gender role development may be heritable, this does not mean that it is independent. However, environmental effects can differ largely for different genders. Because society is more accepting of male traits (girls playing soccer) than female traits (boys doing ballet), society’s negativity typically forces males to try to stay within the stereotypic norms. That being said however, male influence accounted by environmental factors that lead to atypical development is also stronger for boys than girls in terms of atypical development.
Gender dysphoria: Gender dysphoria or gender identity disorder (GID) occurs when the child identifies himself or herself as the opposite sex. GID, previously known as transsexualism, occurs when a person has a strong desire to be the opposite sex because they feel uncomfortable in their own body. This may lead to cross-dressing or the desire to rid of their physical characteristic. GID is accompanied with a distress that the individual cannot change their sex and a strong rejection for sex-typical behaviours. Onset of most of these behaviors occurs as early as two to four years of age.
Controversies about gender in DSM-5: For the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM-5), there has been a tremendous amount of debate around whether the sexual and gender identity, which includes the GID, qualifies as a mental disorder. One of the most notable discussions for this occurred in 2003 during the annual APA meeting, where Darryl B. Hill, Ph.D., argued that the GID should not be considered a mental disorder. He explains that due to the limited amount of reliable and valid evidence, given the role of parents and therapies, for whether GID meets the conditions as a mental disorder among children and adolescents. Furthermore, other researchers have stated that the diagnosis does not give recognition to the individual’s discomfort with their biological sex which is completely detached from their gender assignment. This leaves patients susceptible to social changes for what acceptably feminine or masculine. Lastly, it does not provide evidence for nonconformity to traditional gender behaviours which varies between cultures, life stages, genders, and ethnic groups.
Androgyny: Recent studies have shown that androgynous people are able to enhance performance cross-situationally because they can alter their behaviors appropriately to becoming more “masculine” or “feminine” in the given context. According to a study, a person’s activity preference in games and interests are purely based on their gender-typed stereotypes, making the person significantly more stereotyped than androgynous people. In a self-esteem test, when individuals were given opposite-sex activities, gender-typed individuals generally felt more uncomfortable, leading to decreased levels of self-esteem. However, androgynous subjects did not feel discomfort or pessimism about themselves. Therefore, gender typing can often lead to specific gender-rule stereotypes to better facilitate decision making which can adhere to certain benefits as well as limitations. Therefore, parents who foster more non-traditional views in sex role orientation tend to encourage a less discriminatory environment. The child can then freely engage in more choices that are not affected by gender limitations. Androgynous children have been found to have higher self-esteem and higher self-worth.
Drawbacks Recent studies have shown that gender typing is, in fact, not just related to gender-related characteristics that is congruous with the person’s biological sex, but rather holds different dimensions. Several studies have also revealed the perks of androgynous individuals such as having more adaptability towards gender-specific situations as well as more flexible attitudes about sex roles. Therefore, while there appear to be many benefits for a gender-congruent identity, it can also result in limitations. Because gender typing often reinforces stereotypes, it tends to attract negative and rigid attitudes towards atypical gender characteristics, activities, and interests. This reinforces the idea that gender-typing does result in certain limitations towards the construction of one’s identity.

Examples of atypical development
Boy Raised as Girl After a circumcision accident, Bruce’s parents turned to Psychologist Dr. John Money who suggested they raise the boy as a girl. Money believes that biology does not determine our gender identification; our environment does. At 17 months old, Bruce was renamed ""Brenda"". However, at age 13, ""Brenda"" became unhappy, lonely, and refused to pursue anything female-typed. Brenda’s parents chose to tell Brenda the truth, and from then on he named himself David. This story ended in tragedy; David committed suicide after his wife left him and he lost his job.
Kate: Ben had never shown interest in “boy” toys, they wanted to wear girl’s clothing and grow long hair. Soon they started to make their gender clear: they talked about being a girl and their identity not matching anatomy. Finally, Ben told family they would go by Kate. In the beginning, the child lived a double life. In school, she was “Ben”; at home, she was Kate. Characteristics between the two identities drastically varied. Ben was quiet, shy and withdrawn, while Kate was extroverted and happy. Her parents could see that this was taking a toll on Kate and so they changed to a school where Kate could attend as herself. As the parent learned through this experience, supporting a child’s gender identity is extremely important.
Pop: In Sweden, there is a couple who raised their child, Pop, by keeping the child’s gender a secret, despite a few people who changed the baby’s diaper. The parents stated that they wanted the baby to grow up free and without a gender mold. Pop’s wardrobe contains everything from pants to dresses. Pop’s parents avoid using pronouns and just refer to their child as “Pop.”


== References ==",Category:Biology,4
46,47,Universality–diversity paradigm,"The universality–diversity paradigm is the analysis of biological materials based on the universality and diversity of its fundamental structural elements and functional mechanisms. The analysis of biological systems based on this classification has been a cornerstone of modern biology.
For example, proteins constitute the elementary building blocks of a vast variety of biological materials such as cells, spider silk or bone, where they create extremely robust, multi-functional materials by self-organization of structures over many length- and time scales, from nano to macro. Some of the structural features are commonly found in many different tissues, that is, they are highly conserved. Examples of such universal building blocks include alpha-helices, beta-sheets or tropocollagen molecules. In contrast, other features are highly specific to tissue types, such as particular filament assemblies, beta-sheet nanocrystals in spider silk or tendon fascicles. This coexistence of universality and diversity—referred to as the universality–diversity paradigm (UDP)—is an overarching feature in biological materials and a crucial component of materiomics. It might provide guidelines for bioinspired and biomimetic material development, where this concept is translated into the use of inorganic or hybrid organic-inorganic building blocks.

See also
Materiomics
Phylogenetics

References
[1]: Buehler, M.J., Ackbarow, T. Hierarchical coexistence of universality and diversity controls robustness and multi-functionality in protein materials. Journal of Computational and Theoretical Nanoscience, Vol. 5 (7), pp. 1193–1204, 2008.
[2] Going nature one better (MIT News Release, October 22, 2010).
[3] S. Cranford, M. Buehler, Materiomics: biological protein materials, from nano to macro, Nanotechnology, Science and Applications, Vol. 3, pp. 127–148, 2010.
[4] M.J. Buehler, Tu(r)ning weakness to strength, Vol. 5(5), pp. 379–383, 2010.
[5] S. Cranford, M.J. Buehler, Biomateriomics, 2012 (Springer, New York).",Category:Biology,4
47,48,Macrobiology,"Macrobiology is the branch of biology that studies large living organisms (termed Macro organisms) that can be seen by the naked eye. Macrobiology is the opposite of Microbiology.

Concepts in Macrobiology
Macrocosm and Microcosm
Macrocosm and Microcosm is an important concept in Macrobiology. It refers to a vision of cosmos where the part reflects the whole (macrocosm) and vice versa. It is a feature ""present in all esoteric schools of thinking"", according to scholar Pierre A. Riffard. It underlies practices such as astrology, alchemy and sacred geometry.

See also
Biology
Microbiology
Organism


== References ==",Category:Biology,4
48,49,Encapsulin nanocompartment,"Encapsulin nanocompartments, or encapsulin protein cages, are spherical bacterial organelles roughly 30 nm in diameter that are involved in various aspects of metabolism, in particular iron sequestration which protects bacteria from oxidative stress. In terms of both structure and function, they are quite similar to ferritins. They are composed of several different encapsulin proteins, including the shell protein EncA and the internal proteins EncB, EncC, and EncD. Their structure has been studied in great detail using X-ray crystallography and cryo-electron microscopy.
Encapsulins purified from Rhodococcus jostii can be assembled and disassembled with changes in pH. In the assembled state, the compartment enhances the activity of its cargo, a peroxidase enzyme.

Use as a platform for bioengineering
Recently, encapsulin nanocompartments have begun to receive considerable interest from bioengineers because of their potential to allow the targeted delivery of drugs, proteins, and mRNAs to specific cells of interest.


== References ==",Category:Biological engineering,4
49,50,Heterolysis (biology),,Category:Flagged dictionary definitions,4
